content,score
"Mau buka fitur isi ulang token PLN selalu suruh cek aplikasi,..dipilih nanti saja ga bisa ,..dipilih cek ..buka juga ga bisa",5
"verifikasi kode OTP nya lama. 3 hari saya gabisa login akun saya, semuanya sudah sesuai bahkan sampai hubungin akun mybca juga🥹 tolong diperbaiki ya! kalo saya udah bisa login, nanti saya kasih bintang 5🥹😌",1
Kurang bagus..registrasi berkali kali malahan eror dan ke blokir..mana makan pulsa mulu..tolong di perbaikin sistem nya..endingnya gak bs registrasi,1
"Susah mendaftar di aplikasinya, sellu kirim sms, terus sms nya gka adla bls2nya.... , plsa saya pun ada.... Tapi tetap aja , gak ada dibalas dari smsnya....jaringan internet pun stabil",1
"Saya ganti akun pakai rekening yg satu lagi, sekarang aktivasi pake email tapi emailnya belum dikirim. Tapi di aplikasinya katanya sudah dikirim. Kenapa yah",5
Tolol nih aplikasi... Kalo yg udah ada rekening duluan sih mungkin ok... Tapi dia jamin bisa buka rekening baru .. tapi susah banget bangke.. ga bisa2 verivikasi... Tolol....,1
"habis update malah gabisa buka akun, harus login lagi, udah berhasil login eh malah kode otp ke sms ngga ke kirim""gimana sih ini, di perbaiki lagi kalo bisa",3
"Saya registrasi dan memasukan nomor kartu ATM sudah benar tetapi ttp terjadi kesalahan, entah kenapa dari pagi sampai sore begitu, mohon penjelasannya, karena saya butuh banget aplikasi ini",4
"Saya daftar tapi verifikasi wajah gagal terus sampai sekarang, tanya ke cs via wa tapi malah disuruh ke kantor cabang, percuma punya aplikasi kalau harus ke kantor cabang hanya untuk verifikasi wajah.",1
"BCA paylaternya udah approved dg limit 1jt. Pas dipake scan qris malah gak bisa, saldo tidak mencukupi. Padahal cuma mau belanja 326rb",1
Ini lagi sama aja kyak BCA Mobile susahnya verifikasi bikin pening kepala.. Bukannya aplikasi mobile bikin muda digunakan tapi susahnya kyak ngelawan Raja terakhir.. Team ITnya kemana aja ini😤,1
"Sudah bagus sih...tapi lebih bagus lgi kalo ada notif dana masuk, kalo dana keluar kan kita yg buat jadi tau...kalo untuk dana masuk ga ada notif, palagi pas tgl tua nunggu gajian kalo ada notif lebih enak ..hehe",5
"aplikasinya sudaj bagus, tapi kenapa perlu sms aktivasi dulu setiap login ya?, m-Bca tidak perlu sms aktivasi, tapi My BCA pakai.",5
"Ini app gw tiba2 ga ada angin ga adahujan kok tertulis ""akun tidak terdaftar' ngaco nii... Sebelumnya gw lancar2 aja.. kok tiba2 hilang.. asu mih app",1
Ngeri ya klo transaksi gagal saldo tetap terpotong (transaksi sedang di peroses)uang kita ga balik lapor pake halo bca juga sama lama ga di balikin lg jd ragu pake bca takut pas gagal susah clam nya,1
Tidak bisa update. Error. Login nya ribet. Payah developer nya. Tidak profesional developernya. Banyak yg komplain bukan diperbaiki segera. Bad rating !!!,1
Sebenarnya lebih enak pakai aplikasi ini. Tapi masa mau daftar rekening BCA ke transfer list harus kirim SMS verifikasi. mBCA aja gak perlu tuh,3
"Minta verifikasi lewat otp, tapi gak masuk2 nomer otp nya. Udh coba hapus data terus dari awal lagi tapi masih sama. Hp infinix hot 9",1
Aplikasi nya masih kurang bagus . untuk dana yang masuk tidak ada notifikasi.tolong di tingkat kan lagi jadi biar ketahuan saldo nya untuk keluar dan masuk nya,5
"Aplikasi mbaking paling istimewa, bisa cek mutasi dengan periode lama sekalipun. Bisa altif lebih dari 1 rekening bca jd ga repot kalo punya beberapa rekening BCA",5
"Udah log in berkali kali tpi ttep gak bisa masuk, buang"" Pulsa aja, pdhal ada email masuk kalo my bca nya udah terverivikasi, pas mau di buka gak bisa log in",1
"Banyak yg tidak lengkap fiturnya, saya biasa beli token listrik, dan byr kartu hallo, tp gk ada pilihannya di mybca. Bikin menghambat traksaksi. Jd kembali lg pakai mbca lebih lengkap.",3
"Promo khusus hingga 31 Maret 2024 : Bunga 0% untuk cicilan 1 dan 3 bulan Bunga 1,25% untuk cicilan 6 dan 12 bulan Mau ikutan ini BCA paylater tapi nggak bisa diaktifkan di mybca da bca mobile saya. Mengapa di CIMB niaga Syariah paylater lebih mudah. Padahal di akulaku, shopeepaylater,jenius paylater, gopaylater, indodana begitu mudahnya. Transaksi bertahun tahun sudah.",4
"Sangat buruk, lemot...muter muter terus...mengecewakan banget ini apk myBCA , di saat darurat ada kebutuhN transaksi malah muter muter terus , loading lama...lelet...bikin jengkel",1
BCA selalu memprioritaskan nasabahnya tidak seperti bank² lain nya semua bisa dia atasi melalui .call bca.chat bca. selagi masih bisa di tangani by telfon atau pun chat BCA THE BEST tambah lagi untuk pengiriman antar bank dari 6500 jadi 2500 mntp,5
Aplikasinya payah berbasis online tapi tetap harus pake pulsa untuk masuk nya. Terlalu ribet lebih bagus BCA mobile ga pake pulsa pakai internet.,1
"Sekarang di my bca Semua Komplit Mulai E wallet,Bayar-Bayar,Ubah Nama Panggilan ubah nama Panggilan,hapus list rek yang tidak di perlukan,semua ada,bisa finger print pokonya mantaap Sekadar saran kalau bisa ada Keyboard my bca",5
Sudah daftar sudah login pas buka ke aplikasi malah disuruh verifikasi.. Agak kecewa banget padahal daftar di kantor bca kenapa harus verifikasi lagi,1
Aplikasi apaan ini bukanya mempermudah malah mempersulit . Verifikasi lewat sms ampe abis pulsa saya tapi gak terverifikasi ampe skrang,1
"Aplikasi belum siap, mau registrasi ngga bisa, masa stuck saat mau verifikasi kartu ATM, di klik lanjut ga bisa.",1
"Alus ni mybca, kayanya kalo fiturnya udah lengkap m-bca disuntik mati yaa? btw boleh saran ga, bikin fitur tema Dark Mode, di device saya terbiasa apa apa darkmode, biar enakin mata.",5
"Woy laaaaah , ini ada transaksi penting malah ga bisa transfer , niat buat apk apa kagaa, jaringan bagus tetep aja ga bisa, pliss laaah",1
"Pertama kali kecewa sama bank bca,Pake fitur tarik tunai tanpa kartu,saldonya terpotong tapi uangnya gakeluar, mana uangnya butuh banget ,telfon halo bca chat halo bca cuma dijawab kesalahan sistem kesalahan sistem.masa yang salah bank yang harus laporan yang harus ngemis nelfon nasabahnya.percuma admin besar tapi ada masalah jawabnya kaya robot.",1
"3 dlu, soalnya saya mau aktifin mybca, disuruhh tlpn okeee. Di tlpn, kirain setelah di tlpn langsung aktif, ini malah nunggu lagi di tlpn sama bca dalam waktu kerja 2x24 jam. Sedangkann saya butuhnya skrg2 ini",3
"Kalau bisa aplikasi yang ini, ada fitur2 kayak aplikasi yg lama di m BCA. Kayak setor tunai dan tarik tunai lewat aplikasi.",3
"Mengecewakan, ku download kerena ada fitur paylater, ternyata di tolak mentah mentah, dah bisa mengajukan ge setelah 3 bulan... Benar benar mengecewakan...",1
Pakai android versi 8.0 ngak bisa selalu aplikasi terhenti. Mengapa??? Sebelum di update bisa ngak masalah. Perbaiki dong IT nya.,1
"Saat biometrik login digunakan, jika jari ditaruh lebih dahulu ngalamat terblokir. Sudah 10x terblokir. Ini terjadi di iOS maupun Android.",3
Kesel gua sama ni aplikasi . Pembaruan mulu udh gitu sering kendala ga bisa di buka . Lebih bagus aplikasi yg lama nya ketimbang yg ini,3
"konsepnya bagus,sayang masih sering eror,akun tiba2 gx bisa login(harus verifikasi k halobca yg antrinya puanjaaaaaaang..cardless belum ada juga..padahal itu fitur bener2 kepake",1
"Makin keren, UI nya cocok untuk gen z. Semoga fiturnya makin di tambah seperti di bca mobile",5
"Aku blum ada kartu kredit jadi pake mybca buat tranfers sementara malah gbisa di buka,tulisan verifikasi gagal trus padahal sebelumnya gk kek gini,duit yg ada 1jt hangus hilang,bener2 kecewa banget ,nyesel pake BCA",1
"Kenapa login nya lama sekali? Internet saya lancar untuk streaming, lancar untuk main game, kenapa login di mybca lama ? Mohon langsung diperbaiki",1
Proses loginnya tergolong lamaa.. lebih cepet pake Mobile BCA. Segi keamanan sih lebih OK. Perbaikin proses loginnya aja..,3
Awalnya gk bisa masuk dan pulsa sudah termakan banyak. Tetapi akhirnya bisa juga. Tolong diperbaiki lagi kualitasnya. Terimakasih,5
Ada pemberitahuan harus di update tetapi ketika saya akan mengupdate diplaystore malah tidak bisa saya kerepotan tidak bisa menggunakan mybca saya tulisannya tersedia update di aplikasinya.,4
Makin ke sini makin ribet mau login verifikasi gagal mulu. Emang muke w berubah bagaikan satria baja hitam. Sangat di persulit. M.bca jg ga bisa login padahal pindah hp doang. Mohon di perbaiki lgi karena buat yg kerja dan susah buat nyari libur tuh ga gampang ngurusin ke cabang. Jngan sampai nasabah lari kena di bikin ribet y. Trimakasih,1
"Untuk verifikasi wajah jangan di persulit,dah login verifikasi wajah ujung2nya ga bisa log in,klo bisa hilangkan verifikasi wajah untuk log in",1
"Mau daftar ID baru susah. Mau masuk ke aplikasinya juga susah. Sudah SMS di balas terblokir,padahal baru di instal dan baru mau di pakai. Tolong di perbaiki lagi apk nya.",1
Detail mutasi sangat lengkap dan fitur pembayaran juga lengkap. Tampilan nya juga sangat modern seperti kebanyakan mobile banking,5
"Susah bgt daftar nya, SMS verifikasi gak masuk masuk.. pulsa udah ada, jaringan internet juga ada.. tapi gakada masuk masuk SMS verifikasi nya",1
lola bin lemot aplikasinee,2
sudah daftar minta kode verifikasi gak muncul muncul di ulang ulang gak timbul timbul SMS-nya . buang buang waktu aja udh 2 hari nunggu,1
"Bagus sebenarnya, cuma utk masalah otp yg pertama sms nya lama masuknya harus berkali kali dan memakan pulsa. Mohon dibenahi kembali. Thx",5
"Kenapa saya tidak bisa masuk padahal sudah punya akun,dan saat login di hp berbeda harus konfirmasi lewat kode otp tapi tidak ada sms otp yg masuk",2
"Fitur nya mantap banget ini mirip banget kaya bank sebelah,cuma fitur scan dan fingerprint belum ada,tolong segera perkembangkan lagi,bcamobile dihapus aja oh iya saya kasih bintang 3 dulu,soalnya baru aja make sehari udah harus login lagi kirim via sms,jadi ngabisin pulsa,ga kaya app mandirilivin",3
"aplikasinya sering logout sendiri. Dan pas mw login, diminta sms verifikasi terus. Sekali ngirim kena Rp. 2000,- . Dong rugi pulsa jadinya pakek aplikasi ini.",2
Halo min... Kalo bisa tambah pilihan fitur sidik jari ... Jadi ada pilihan mau pakai sidik jari atau PIN untuk login dan transaksi,5
"seharusny klu digabung jadi satu fitur""ny bagus loh min, siapa tau di 2024 ini mau di upgrade jdi satu fitur""ny di satu aplikasi saja dari mbca,mybca dll supaya ga ngabisin banyak pulsa juga si min🙏",4
"Aplikasi impian bs dikatakan begtu krn ngk ngerepotin bs masuk jd satu smua akun rekening cm klu bole skalian tabungan ku bs masuk di my BCA,bs transfr besar jg dan yg pling seneng tuh slali ad notifikasi pengeluaran pemasukan seru",5
"Fiturnya tambahin lah, masa gak ada fitur buat top up dompet digital kaya shopee dana dsb. Kalah sama sebelah. Brimo aja udah lengkap. Tolong secepatnya ditambahkan",3
Cuman bisa balas mohon maaf tidak ada perbaikan semua sdh di ikuti habis pulsa vertivikasi sms untuk email. Setelah cek tidak ada masuk email bedan dng bank sebelah responsif masalah beginian,1
"Sudah bikin id bca sbge syarat buka rekening, tp knp stiap registrasi sllu dsuruh kirim verifikasi via SMS dan ga ada menu selnjutnya U BK rekening...! Orang mau nabung kq dikerjain terus...!",1
"Baru aja mau gunain BCA, pas masuk apk ini malah kicep kicep layar HP nya,tapi pas buka apk lain nggak kicep kicep, pas buka lagi apk ini, kicep kicep lagi. Apa mungkin itu salah satu pelayanan dari BCA?",2
"Tak lengkap menu. Bayar XL pasca bayar tak bisa, bayar indihome telkom tak bisa, bayar cicilan FIF tak bisa. Mau isi e tol flazz tak bisa . Susah lah.",1
"Setiap mau buka aplikasi harus OTP mulu padahal diperangkat yang sama,.. Habisin waktu dan pulsa ribet isi pulsa terus buat OTP",1
"Sebagai pengguna myBCA saya cukup puas, tapi sedikit saran saya untuk menambahkan fitur notifikasi uang masuk dan keluar jika ada yang transfer ke rekening agar dapat lebih terpantau, Terimakasih.",5
Parah abis.... Rumit pemakean harus mengubungi CS BCA di no 1500888 dan dilayani lama yg memakan biaya panggilan mencapai hampir 50rb. Dan hasilnya masih menunggu. Saya kira udah serba canggih. Eh ternyata di aplikasi disuruh hubungi telpon konvensional yg biayanya sangat mahal dan setelah menghubungi telpon konvensional CS bilang bisa menghubungi lewat aplikasi Hallo BCA yg aplikasinya terpisah harus download sendiri. Bener bener sangat mengecewakan. Udah habis biaya banyak.,1
"tolong dong ini mau login kode opt ga masuk terus, my bca mo berulah lagi? cape bgt nungguinnya saldo saya masi ada disana , tolong segera diperbaiki apapun itu masalahnya, saya sudh mengikuti semua ketentuannya",2
Setiap mau masuk susah banget harus kirim sms dulu biar bisa masuk sekali ngirim nyedot pulsa 2000 padahal aku gunain setiap hari bangkrut kalo gini mah 🥱,1
Aplikasinya cukup bagus tapi kenapa selalu log out sendiri kalo mau login harus kirim sms ulang kan belum tentu lagi punya pulsa,1
"Dengan myBCA bisa lihat mutasi rek bca 5thn ke belakang sangat membantu sekali,dan bisa membuka deposito tanpa hrs datang ke bank sangat membantu sekali,cuman msh kurang layanan kartu kredit bca belum bisa di akses ke myBCA,mungkin ke dpn bisa ada ...",5
"Bad bgt dah 😠, mau buat rek Bru pun susah sllu bilang ""pastikan verifikasi ke 8988"" udh SMS berkali-kali pun ttp gk bsa UNINSTALL ajh !!! 👎🏻",1
"Kenapa mudah sekali terblokir, baru sign on langsung terblokir, sudah hubungi cs halo bca dan dan reset, begitu reset di my bca tidak bisa 😭, pakai finger screen aja min biar lebih mudah",5
"Ribet pendaftarannya.id dan paswet malah BCA yg ngatur.harus gak bisa ditebak org lain.saya cuma 6 hurus dan angka yg bisa ingat.ngapain kalian yg sewot.tambahpun di aplikasi gak mau kita naroh uang lebih dari 1 JT.kawatir aplikasi yg embat.sewot bikin paswod banyak bacot.lijat DANA, SIMPEL AJA",1
"Bagus banget, cuma saya kendala di bagian mutasi ..ga bisa lihat yg sudah lama ... Setidaknya d upgrade jd 2 tahun yg lalu masi bisa d lihat . Thanks",5
Bintang 2 dahulu ya Karena masih banyak fitur transaksi yang sering gagal serta masih belum ada keterangan pemasukan di dalam rincian informasi dan history,2
"Mau aktivasi finansial,pin sudah benar tpi gagal terus. Harus balik lgi ke bank nya kn ngeselin. Trus tiba² logout,login lgi harus aktivasi pke pulsa. Butuh apa² jdinya ribet harus bolak balik ke bank",1
"Sms otpnya bener-bener lama. Menurutku ini aplikasinya belum optimal, masih enak aplikasi mbca yg lama daripada ini malahan.",2
"Ini knapa yaa gak bisa login...dstu tertera keamanan aplikasi myBCA anda telah di perbarui, sedangkan saya blom upgrade maupun ganti pasword atau id...itu gmna yaa solusinya",2
update apk tp masih canggih bca mobile...nyesel regis udah susah...udh masuk banyak fitur yg gk ada..!!! niat upgrade apa downgrade,1
APLIKASI ini sangat memudahkan Banget Untuk Bertaransaksi . Tanpa perlu antri di bank dan Gak pake ribet.. makasih MY BCA,5
Hari ini aplikasinya koq ga bisa dipake.. masukin BCA ID bener tp malah gagal & masuk ke pesan sms.. sdh tlp BCA katanya tdk ada kendala & kendalanya ada di jaringan internet customer.. udh pake wifi malah disuruh pake paket data.. hadeh ga jelas,1
"Aneh, baru bikin akun terus login baru memasukan akun tiba-tiba muncul keterangan BCA ID terblokir, verifikasi 2 kali sms. N'ga nyampe 5 Menit🙄",1
"Thanks, sudah bisa dipakai lagi aplikasi ini. Kasih tambah fitur tulis note di transfer VA seperti mbca lama juga dong.",5
"Kocak ah masukin password 1x dan bener passwordnya malah keBLOKIR. Mana nomor CS nya kudu nelfon kudu pake pulsa, buang² pulsa aja etttt!!! Tolong ya CS harusnya tersedia jg via apk biar gk mesti buang-buang pulsa",1
Mohon ditingkatkan lg untuk tampilan dan menu2 lain. Masih lebih komplit BCA mobile. Tetep semangat ya.. ;),1
"Aplikasinya blm siap, seharusnya jgn dipake dl... Status aplikasi dan cs berbeda alasannya kendala apliaksi. Aneh..",1
"Harusnya myBCA dan BCA mobile jd satu saja fitur2nya. Klo gini kan ribet 2 aplikasi di satu hp ngabisin memori, mana aplikasinya ga hemat memori",3
"Pulsa 20rb habis buat login doang seharian, aplikasi logout sendiri mulu... Perbaiki BUG nya, udh kaya biaya admin bulanan aja akun keluar masuk mesti sms ulang biar login.",3
"Luar biasa ribet dan butuh pulsa, pantes rating bintang nya jelek. Beda jauh dengan aplikasi perbankan lainnya. Aplikasi bank terjelimet yg pernah sy temui.",1
"Baru saja dimulai, kesan pertama good mudah²an sampe seterusnya... alangkah baiknya jika bisa juga masuk dengan finger tidak selalu pw",5
"Buruk, transaksi gagal tapi saldo terpotong sungguh melelahkan, menyesal sekali install aplikasi ini Gak rekomen triple banget pliss Bca kok gini sih,.. malu2in banget bad",1
"udah masukin akun yg sama tapi malah gabisa, OTP ga kekirim pulsa 20rb jaringan aman, udah hubungin halo BCA 3x masih ga ketemu titik terangnya alasan selalu pulsa/jaringan",1
Kenapa di 'riwayat' saya cuma bisa liat data pengeluaran sedangkan untuk informasi uang masuk hari ini saja saya harus nunggu bulan depan. Terus tiap ada transfer dari bank lain uang saya di potong.? Cobalah lebih transparan!,2
Katanya gampang untuk ajui bca paylater.saya coba untuk ajuin malah d rejeck dan sryhu ulng 8 januari thn depan.berarti sikln yang di tampilkn bohong.katanya gampang dan tidak mempersulit tapi pada kemytaan nya semua paylater sama saja.kalau umyuk ngjak nasabah tk lakukna paylater jmgan bohongi nasabah.kata nya ngajuin pylater tanpa syarat apa pun.rupanya bohong saja.,1
"Buka rekening via video call susah banget, padaha sinyal 4G penuh, video call WhatsApp lancar, petugas terkesan ogah ogahan sampe tiga kali ganti petugas, saya menunggu sampe 2 minggu ga selesai juga, saya uninstall saja",1
"Pas udah bisa log in sebenarnya ini app bagus, cuman waktu nunggu verifikasi data diri sampe 7 hari lebih baru di hubungi lagi itu kelamaan ya",5
"Aplikasi parah sudah registrasi bukannya tinggal masuk saja , ini yg ada registrasi terus menerus mending saya hapus lg aplikasinya . aplikasi yg lama gak ribet amat seperti ini",1
Padahal cuma nextgen dari bca mobile.. tapi ribet bangt dah konfirmasi sms banking pin dsb masih harus telpon halo BCA lagi.. niatnya gimana sih.. 😑 kayanya bank sebeleah bikin nggak seribet ini.. btw install ini karena di promote sama gadgetin.. mending kalian yang nyari simple g usah install ini deh pake bca mobile aja...,1
Mau login susah banget.. begitu memasukkan nomor kartu atm malah tertulis terjadi kesahan.. terus menerus.. Ampun dah jaringan internet stabil padahal,1
"baru aja bikin rekening di bca,mau masuk lagi susah, makasih atas kesulitannya 😁,saran saya rubah sistem otp SMS ke otp WhatsApp,biar memudahkan verifikasi",1
"sangat powerfull, tampilan fress, dan lebih banyak fitur. terus kembangkan aplikasi ina agar semakin usefull",5
Ampun gk kuat..semua verifikasi menggunakan pulsa.. setiap login potong pulsa 🥵🥵🥵🥵🥵... itu pun kalo berhasil.. bisa berkali2 potong pulsa untuk hanya kode OTP🥶🥶🥶🥶🥶,1
"Menurut saya sih lebih bagus aplikasi ini gak perlu hidupin GPS lokasi, loginnya juga simple kalo lagi males ngetik kata sandi cukup pakai sidik jari",5
Masih belum bisa menyimpan nomer pembayaran seperti PLN dan lain² jd masih harus pake 2 aplikasi mBCA dan myBCA pingin migrasi total ke myBCA tapi ternyata belum running well,2
"Mantap, aplikasi upgrade dari mobile BCA... Makin lengkap, semoga lancar terus dan bnyak promo menarik... Kalau bisa bebas admin jg.",5
"ketika kartu sim 1 di matikan , eh malah suruh login ulang karena data tidak sesuai, pas login HARUS SMS BERBAYAR 1 sms 3rb, enakan bank mandiri berapa ratus kali login tetep gratis",1
2x terblokir..dan mau merisetnya ribet bener...padahal terblokir yg ke2 cuma se x salah paswaod...harus nelpon 1500888 terdahulu..apa kah tidak ada kebijakan lain...memang lebih unggul BCA mobile...,1
"Aplikasinya sih sudah bagus,memudahkan juga dalam urusan transaksi dsb. Tetapi kemaren ke blokir entah gara-gara apa ? 😢😢😢 jadi gak bisa lagi pakai aplikasinya",3
"Aplikasi ribet se ribet2 nya,dri tdi pulsaku smpe hbis untuk ngrim sms trus mnrus. Sy tdak jd membuka rkning lwat mybca,bukan nya mempermudah malah memper ruwet sya. Dri tdi mnta aktivasi sms trusss. Jaga data sya dgn baik. Per tnggal 24 maret 2024 apliksi mybca sya unistal. Trimksh",1
"Appnya bagus sekali. tanpa iklan, tanpa loading, tanpa kesulitan saya langsung bisa mengakses. Terima kasih my bca",5
"Berulang kali veridikasi KTP dan wajah gagal terus, udah isi pulsa untuk kirim sms verifikasi juga msih gagal. Sampai akhirnya disuruh ulang verifikasi besok. Dicoba lagi gagal lgi.",3
"aplikasi terlihat lebih segar dan enak di mata, semoga tetap ringan diikuti berbagai firur menarik lainnya. Dan untuk verifikasi yang harus dilakukan tiap ada penambahan rekening baru, harap di hapuskan saja. Verifikasi cukup di awal install aplikasi seperti BCA mobile sebelumnya. Thanks",5
"Sangat bagus aplikasi, sangat membantu, cepat, dan rincian semua ada, pemutaran uang setiap bulan nya",5
"Untuk tambah daftar transfer masih pakai sms, seharusnya kaya mbca sudah ga pakai sms. Upgrade lagi sistemnya. Terima kasih",4
Udh sukses tp pas login lagi id/pass salah .. padahal udh bener.. suruh kirim SMS berkali2 .. ngabisin pulsa doang,1
"sekarang mau transfer lebih enak, tidak perlu kirim sms, ataupun nambah rekening dulu, langsung seperti bank lainnya, dan ini lebih simpel",5
Tolong simpan segala transaksi listrik yang sudah dilakukan. Repot kalo selalu input nomor token terus tiap mau isi ulang listrik,3
Apk ribet banget uang masuk ga ada notif tau tau tabungan yg saya buka cuma xpresi seengak nya kalo ada uang masuk ada notif nya gitu biar ga ribet keluar masuk aplikasi cuma buat cek uang udah masuk apa belum sumpah kalah sama sebelah yg biaya admin nya cuma goceng,1
"Tolong di update, Bagian notifikasi kalo kita nerima uang transfer masuk ada notifnya juga karena ini salah satu fitur yang sangat penting untuk ada di aplikasi banking",4
Hallo bca...bisa g klo mau transfer ke no rek baru tanpa harus sms dl...seperti app bank lain yg bisa input no baru tanpa harus kirim sms terlebih dahulu,3
Sistemnya knpa eror begini sie di versi yg baru,3
Kenapa aktivasi SMS susah bgt min...udh kirim SMS-nya kepotong pulsa...udh 2x kirim masa nggak bisa masuk juga...yg ada pulsa abs tp aktivasi nggak bisa2,3
"Mau veripikasi di telpon 1500888 selalu gak ada suara,ribet banget,padahal waktu kalau kita yg nelpon suara nya ada,",1
Portofolio welma lewat mybca tidak bisa diakses.....oops terjadi kesalahan. Sudah coba direstart masih belum bisa Coba akses lewat wifi...belum bisa juga,2
Update terakhir kadang susah login.,4
"bagus sih tp aplikasinya sering loading lelet, sering gangguan juga kadang sesi habis sendiri dan log out",3
"Sejak diupdate aplikasi kalian ini sering banget nge-lag dan force close kalo mau transfer sesama BCA, tolong dibenerin. Mengesalkan. Ctt: Hp Saya Samsung Galaxy Note 20",1
"Aplikasi selalu error', beberapa kali membutuhkan verifikasi, melakukan pengajuan juga tidak bisa, padahal sudah ke KCU namun tidak ada solusi yang pasti",1
"Ribet verifikasi sms gagal terus, padahal pesan aktivasi sudah terkirim. Tanpa ada pemberitahuan apa penyebab gagal verifikasi. Sangat mengecewakan",1
"Sebetulnya sudah bagus. Cuma, ketika saya mengganti salah satu kartu SIM hp saya. Selalu dianggap ganti perangkat. Tolong diperbaiki yang ini yaaa. Makasih",4
"Fitur tidak lengkap, sudah pernah login tapi saat akan login kembali harua verifikasi potong pulsa lagi.",2
sumpah ga guna ni apk dpt email buat aktifin paylater udah bikin id kirim.sms berkali kali di email sukses mau login gabisa bisa kirim sms berkali kali buang pulsa aja GA GUNA. semua ulasan hampir sama gila ya abis abisin pulsa mpe 7 kali masih gabisa log in padahal di email sukses aktivasi hadeh DI BENAHIN LAGI DONG SEKELAS PLAT BIRU,1
"Sebenarnya aplikasi ini lebih bagus dari bca mobile, hanya saja daftarkan rekening harus memotong pulsa. Mohon ditingkatkan lagi seperti BCA Mobile. Terima kasih",5
susah banget keseringan gak ada jaringan. padahal ada jaringan tapi gagal mau transaksi. saya kecewa. karena suka nyusahin di momen momen yg urgent,1
"Bintang 4 dulu..ribet karena tau2 ke log out, terus pas login lg malah disuruh kirim sms verifikasi sampe beberapa kali...mohon di perbaiki",5
Loginnya susah harus ngetikin ulang bca id sampe sampe pulsaku habis 50 ribu sampe sekarang gak bisa login tolong agar di permudah loginnya gak harus ngetik ulang🙏🙏,1
"Ciyee mybca yg cuma ingin nyedot pulsa hahaha, tiap kali login selalu diarahkan ke aktivasi sms, setelah kirim sms aktivasi gagal harap kirim kode ke sms BLA BLA BLA .. ga kelar2 cuma mau login doang susah",1
"Kepada admin kasih fitur mode gelap/ dark mode dan perbarui lagi aplikasi nya kadang sudah masuk keluar lagi sesi anda habis silahkan login kembali, dear untuk BCA id tolong di perbaiki lagi",4
"Susah login harus verifikasi sms mulu buang buang pulsa aja , bug nya tolong di perbaiki, masih aja sampah ni apk nyedot pulsa aja terus, I'd salah lah pw salah lah taik emang",1
"Ternyata begitu buka fitur dan menunya sedikit sekali tidak lengkap seperti MBCA. Di My BCA gak ada menu life style seperti di MBCA yg mana bisa pesan/bayar hotel, tiket pesawar, event, tiket bus, voucher online. Tap kartu Flazz dll. Yg bagus cuma tampilannya aja. Jadi kecewa dan belum bisa uninstal MBCA. Pikir tdi ini lebih bagus sehinnga bisa uninstal MBCA. cukup MyBCA aja.",1
ribettt.. tiap mau ngapain aja harus kirim sms. kadang sms diulang sampe brapa puluh kali. pulsa habis cuma buat kirim sms doang. uninstal aplikasi ribett ga guna,1
"Mas dan mbak developer tolong diperhatikan lagi UX nya, saat verifikasi wajah bagi pengguna kacamata itu perintahnya tidak kelihatan sama sekali jadi tolong berikan perintah suara.",5
"Tolol aplikasi sialan, vermuk aje susah banget sampe pegel kaga bisa², kamera udh bagus, cahaya udh terang, gambar udh jelas bgt, tetep aje kaga bisa², tolol bgt bikin aplilasi, nyusahin orang",1
BCA emang keren. Yang mau interface modern maupun simpel semuanya disediakan.,5
"ini kenapa sih vermuk gagal mulu,tolong lah klo system vermuk masih percobaan jangan diadain dulu,bikin bulak balik aja ke kantor,gak myBCA gak BCA mobile,padahal udah dibenerin dari KC klo saya udah foto didepan cam nya,pas hp bootlop mau login disuruh vermuk malah gagal mulu",1
Sering minta update padahal tidak ada perbedaaan antara sebelum dan sesudah update yang benar cuma penomoran versi aplikasi,2
"sy kasih bintang 5 klo mybca bisa keluarin notif transferan MASUK, , klo notif transferan KELUAR buat apa, kan kita sendiri yg melakukan, jd fitur tsb menurut sy, USELESS",3
Kenapa tidak dimasukkan fitur biometrik login menggunakan sidik jari atau pengenalan wajah?padahal smartphone jaman sekarang rata² sudah suport fitur tersebut supaya lebih aman.,3
"Kode password salah mulu, padahal yg di masukan sudah sesuai. Apk apa ini untuk daftar aja susah, ga kyk bank bank lain mudah bgt",2
"Masa salah id sama pasword Mulu aneh padahal itu bener trus harus d update baru jg d update tolong d perbaiki lagi apk nya dan jangan main blokir ""id dan password mulu",1
Lebih enak tampilan uinya daripada BCA mobile.... sebenarnya sama aja...transaksi dan tarik tunai belum pernah ada kendala apapun✌️lanjutkan,5
Tabunganku ga ke koneksi disini🤔 kalo bisa sih konek aja biar bisa tau saldonya aja. Kan gabisa transaksi juga kalo bukan di atm bca😉,3
"Aplikasi ga jelas vermuk sulit, udah gagal balik lagi ke awal buang2 pulsa buat verif doang, kalo cuma mempersulit mending ga usah di luncurin aplikasinya",1
"Setelah update malah ngebug, ga bisa login, tombol stuck ga bisa dipencet, parah sih",2
"Sudah berulang kali mengirimkan kode autentikasi ke pesan, tetapi tidak dapat masuk ketika login id mybca dan password sudah dimasukan secara benar",1
"Tolong perbaiki aplikasi ya karena sering terblokir , secara aplikasi ya sudah bagus fungsi ya tp kalau sering terblokir jadi susah juga",2
Ko abis di update ke versi baru malah eror terus saat mau transfer dah. tolong di tindak lanjuti dong my bca. Transaksi saya terganggu banget sama versi baru ini,5
